name_indo,name_hanzi,name_pinyin,road,gps_lat,gps_lon,address,ref_no,id,num_images,region
VIHARA FAB SHI KUNG KUNG,法師公公廟(高杯山),Fa Shi Gong Gong Miao (Gao Bei Shan),KOPISAN,0.8877777777777778,108.96083333333334,"Jl. Sosial (Karang Intan), RT 03/01 Kelurahan Sedau",,S62,,Selatan (South)
VIHARA THAI JIM THAI JONG SEN KIUN,日月宮/太陰太陽星軍 (石角),Tai Yin Tai Yang Xing Jun / Ri Yue Gong (Shi Jiao),TANJUNG BATU (SAKKOK),0.8891666666666667,108.96166666666667,"Jl. Karang Intan Gg. Kopisan, RT 07/02 Kelurahan Sedau",14,S63,6,Selatan (South)
VIHARA SUI KHEU PAK KUNG,水口伯公廟(石角),Shui Kou Bo Gong Miao (Shi Jiao),TANJUNG BATU (SAKKOK),0.8911111111111111,108.96111111111111,"Jl. Raya Tanjung Batu Gg. Sejati, RT 07/02 Kelurahan Sedau",,S64,,Selatan (South)
VIHARA THAI CU SHIN TI,太祖聖帝宮(石角),Tai Zu Sheng Di Gong (Shi Jiao),TANJUNG BATU (SAKKOK),0.8908333333333333,108.96333333333334,"Jl. Raya Tanjung Batu Gg. Daya, RT 01/01 Kelurahan Sedau",23,S65,11,Selatan (South)
VIHARA SAM THIAN THAI CI,三天太子廟(石角),San Tian Tai Zi Miao (Shi Jiao),TANJUNG BATU (SAKKOK),0.8908333333333333,108.96305555555556,"Jl. Raya Tanjung Batu Gg. Daya, RT 01/01 Kelurahan Sedau",24,S66,6,Selatan (South)
VIHARA TRIDHARMA BUMI RAYA,大伯公廟(石角),Da Bo Gong Miao (Shi Jiao),TANJUNG BATU (SAKKOK),0.8916666666666666,108.96305555555556,"Jl. Tanjung Batu Harapan, RT 04/01 Kelurahan Sedau",,S67,,Selatan (South)
VIHARA SURGA NERAKA / SAN THONG,恕德堂(三吧叻-霸狮山),Shu De Tang (San Ba Le-Ba Shi Shan),SEMPALIT-GUNUNG PASI,0.8397222222222223,108.98805555555556,"Jl. Sagatani Simajat Gg. Pasqua, RT 23/05 Kelurahan Sijangkung",7,S68,13,Selatan (South)
CETIYA FA SAN KIUNG,華山宮(三吧叻-霸狮山),Hua Shan Gong (San Ba Le-Ba Shi Shan),SEMPALIT-GUNUNG PASI,0.8333333333333334,108.98833333333333,"Jl. Sagatani Simajat Gg. Pasqua, RT 23/05 Kelurahan Sijangkung",,S69,,Selatan (South)
VIHARA CAU TET FUT THONG,昭德佛堂(三吧叻),Zhao De Fo Tang (San Ba Le),SEMPALIT,0.8333333333333334,108.98138888888889,"Jl. Sagatani Simajat Gg. Pasqua, RT 23/05 Kelurahan Sijangkung",,S70,,Selatan (South)
VIHARA FUK TET FA NGOK KIUNG,福德华岳宮(三吧叻),Fu De Hua Yue Gong (San Ba Le),SEMPALIT,0.8333333333333334,108.98138888888889,"Jl. Sagatani Simajat, RT 23/05 Kelurahan Sijangkung",,S71,,Selatan (South)
VIHARA SHUI KHEU PAK KUNG,水口伯公廟(三吧叻),Shui Kou Bo Gong Miao (San Ba Le),SEMPALIT,0.8352777777777778,108.97888888888889,"Jl. Sagatani Simajat, RT 22/05 Kelurahan Sijangkung",,S72,,Selatan (South)
CETIYA LIN SAN NG FUK THAN,靈山五福壇(巴古喃),Ling Shan Wu Fu Tan (Ba Gu Nan),PAKUNAM,0.8475,108.97444444444444,"Jl. Bougenville, RT 21/04 Kelurahan Sijangkung",,S73,,Selatan (South)
VIHARA HIAN THIAN KIUNG,玄天宮(巴古喃),Xian Tian Gong (Ba Gu Nan),PAKUNAM,0.8513888888888889,108.97333333333333,"Jl. Sagatani Pakunam Gg. Pepaya, RT 19/04 Kelurahan Sijangkung",,S74,,Selatan (South)
VIHARA SAK BONG MIAU / SAK KU THAI BONG,石王廟/石古大王(巴古喃),Shi Wang Miao / Shi Gu Da Wang (Ba Gu Nan),PAKUNAM,0.8583333333333333,108.98472222222222,"Jl. Raya Sagatani, Pakunam, RT 10/02 Kelurahan Sijangkung",9,S75,9,Selatan (South)
CETIYA NYI BU SIAN SHI,二武仙師壇(新喃),Er Wu Xian Shi Tan (Xin Nan),SINNAM,0.8627777777777778,108.98805555555556,"Jl. Raya Sagatani Gg. Teratai Baru, Sinnam, RT 10/02 Kelurahan Sijangkung",,S76,,Selatan (South)
CETIYA SAK BONG CHIAN SOI,石王千歲壇(新喃),Shi Wang Qian Sui Tan (Xin Nan),SINNAM,0.8616666666666667,108.99027777777778,"Jl. Raya Sagatani, Sinnam, RT 14/03 Kelurahan Sijangkung",,S77,,Selatan (South)
VIHARA AMBAWANA ARAMA,芒林寺(新喃),Mang Lin Si (Xin Nan),SINNAM,0.8608333333333333,108.99555555555555,"Jl. Raya Sagatani Gg. Tower, Sinnam, RT 13/03 Kelurahan Sijangkung",,S78,,Selatan (South)
CETIYA LIUNG SAN THAN,龍山壇(新喃),Long Shan Tan (Xin Nan),SINNAM,0.8647222222222222,108.995,"Jl. Raya Sagatani Gg. Tower, Sinnam, RT 13/03 Kelurahan Sijangkung",,S79,,Selatan (South)
VIHARA MAITREYA KARUNA,光浩堂(新喃),Guang Hao Tang (Xin Nan),SINNAM,0.8730555555555556,108.99138888888889,"Jl. Sagatani Gare, Sinnam, RT 12/03 Kelurahan Sijangkung",,S80,,Selatan (South)
VIHARA DHARMA BUDDHA CIKUNG,濟公活佛堂(新喃),Ji Gong Fa Fo Tang (Xin Nan),SINNAM,0.8727777777777778,108.99055555555556,"Jl. Sagatani Gare, Sinnam, RT 08/02 Kelurahan Sijangkung",8,S81,19,Selatan (South)
VIHARA FA CHIN KIUNG,華清宮(新喃),Hua Qing Gong (Xin Nan),SINNAM,0.8686111111111111,108.99638888888889,"Jl. Raya Sagatani Gg. Padi, RT 14/03 Kelurahan Sijangkung",,S82,,Selatan (South)
VIHARA VIMALA CHANDA ARAMA,凈愿寺(新喃),Jing Yuan Si (Xin Nan),SINNAM,0.8780555555555556,108.99083333333333,"Jl. Sagatani Gg. Anugerah No.1, Sinnam, RT 08/02 Kelurahan Sijangkung",43,S83,6,Selatan (South)
VIHARA TRIDHARMA BUMI RAYA,大伯公廟(新喃),Da Bo Gong Miao (Xin Nan),SINNAM,0.8763888888888889,108.99083333333333,"Jl. Sagatani Gare, Sinnam, RT 08/02 Kelurahan Sijangkung",,S84,,Selatan (South)
VIHARA SAM BONG MIAU / BONG JA,三王廟/王爺(新喃),San Wang Miao / Wang Ye (Xin Nan),SINNAM,0.8775000000000001,108.99194444444444,"Jl. Sagatani Gare, Sinnam, RT 11/03 Kelurahan Sijangkung",44,S85,6,Selatan (South)
CETIYA KIM KONG MIAU / SI THAI KIM KONG,金剛廟/四大金剛(新喃),Jin Gang Miao / Si Da Jin Gang (Xin Nan),SINNAM,0.8783333333333334,108.99055555555556,"Jl. Sagatani Gare, Sinnam, RT 08/02 Kelurahan Sijangkung",,S86,,Selatan (South)
CETIYA FUT MU KIUNG,佛母宮(文輝路),Fo Mu Gong (Wen Hui Lu),JALAN BUN FUI,0.8822222222222222,108.97888888888889,"Jl. Bunfui, RT 06/02 Kelurahan Sijangkung",28,S87,5,Selatan (South)
VIHARA CHIANG LIUNG MIAU,青龙庙(文輝路),Qing Long Miao (Wen Hui Lu),JALAN BUN FUI,0.9141666666666667,108.98527777777778,"Jl. Bunfui No.047, RT 06/02 Kelurahan Sijangkung",29,S88,6,Selatan (South)
VIHARA SAM CHIN MIAU,三清廟(文輝路),San Qing Miao (Wen Hui Lu),JALAN BUN FUI,0.8697222222222223,108.98111111111112,"Jl. Bunfui Gg. Sentosa, RT 06/02 Kelurahan Sijangkung",30,S89,7,Selatan (South)
CETIYA LAI KIM PAK KUNG,賴金伯公廟(文輝路),Lai Jin Bo Gong Miao (Wen Hui Lu),JALAN BUN FUI,0.8822222222222222,108.98138888888889,"Jl. Bunfui, RT 04/02 Kelurahan Sijangkung",,S90,,Selatan (South)
VIHARA FUK TET KIUNG / KAI SI PAK KUNG,福德宮(學老喃),Fu De Gong (Xue Lao Nan),JALAN BARU (HOKLONAM),0.8872222222222222,108.98861111111111,"Jl. Baru, Hoklonam, RT 03/01 Kelurahan Sijangkung",,S91,,Selatan (South)
VIHARA NG FU CIONG KIUN,五虎將軍壇(學老喃,Wu Hu Jiang Jun Tan (Xue Lao Nan),JALAN BARU (HOKLONAM),0.8880555555555555,108.99388888888889,"Jl. Baru Gg. Singkong, Hoklonam, RT 03/01 Kelurahan Sijangkung",,S92,,Selatan (South)
VIHARA CHIANG LIUNG CIN,青龍精廟(學老喃,Qing Long Jing Miao (Xue Lao Nan),JALAN BARU (HOKLONAM),0.8838888888888888,108.99666666666667,"Jl. Baru, Hoklonam, RT 02/01 Kelurahan Sijangkung",,S93,,Selatan (South)
CETIYA FA KONG THAI TI,華光大帝壇(馬呀梭吧),Hua Guang Da Di Tan (Ma Ya Suo Ba),MAYASOPA,0.8994444444444444,109.12444444444444,"Jl. Raya Seluang, RT 03/02 Kelurahan Mayasopa",,T1,,Timur (East)
CETIYA KIU THO NYIAN SAI,九道元帥壇(岜加沙哇),Jiu Dao Yuan Shuai Tan (Ba Jia Sha Wa),BAGAK SAHWA,0.8705555555555556,109.08694444444444,"Jl. Raya Bagak Sahwa, RT 03/01 Kelurahan Bagak Sahwa",,T2,,Timur (East)
CETIYA FA NGOK KIUNG,華嶽宮(岜加沙哇),Hua Yue Gong (Ba Jia Sha Wa),BAGAK SAHWA,0.8708333333333333,109.08611111111111,"Jl. Raya Bagak Sahwa, RT 03/01 Kelurahan Bagak Sahwa",,T3,,Timur (East)
VIHARA THI CU THAI PAK KUNG KUNG,地主大伯公公廟(岜加沙哇),Di Zhu Da Bo Gong Gong Miao (Ba Jia Sha Wa),BAGAK SAHWA,0.8702777777777778,109.08138888888888,"Jl. Raya Bagak Sahwa, RT 03/01 Kelurahan Bagak Sahwa",,T4,,Timur (East)
CETIYA CUNG NYI THONG,忠義堂(巴仁丹),Zhong Yi Tang (Ba Ren Dan),PAJINTAN,0.8813888888888889,109.03222222222222,"Jl. Raya Pajintan, RT 08/03 Kelurahan Pajintan",,T5,,Timur (East)
VIHARA KON JIM THONG,觀音堂(巴仁丹),Guan Yin Tang (Ba Ren Dan),PAJINTAN,0.8819444444444444,109.02916666666667,"Jl. Raya Pajintan, RT 07/03 Kelurahan Pajintan",52,T6,8,Timur (East)
VIHARA SUI TET KIUNG,水徳宮(福律),Shui De Gong (Fu Lu),KULOR,0.8825000000000001,109.02527777777777,"Jl. Pasar Kulor, RT 10/04 Kelurahan Pajintan",53,T7,5,Timur (East)
VIHARA FAB LIN KIUNG / FAB CHIN KUNG,法靈宮/法清公公(福律),Fa Ling Gong / Fa Qing Gong Gong ( Fu Lu),KULOR,0.8866666666666666,109.02472222222222,"Jl. Raya Kulor Gg. Pak Ikal, RT 14/04 Kelurahan Pajintan",,T8,,Timur (East)
VIHARA TRIDHARMA BUMI RAYA,大伯公宮(福律),Da Bo Gong Gong (Fu Lu),KULOR,0.8875,109.01805555555555,"Jl. Raya Kulor, RT 13/04 Kelurahan Pajintan",,T9,,Timur (East)
CETIYA NG KAU CU KUNG KIUNG,五教祖公宮(行尾),Wu Jiao Zu Gong Gong (Hang Wei),HANGMUI,0.8658333333333333,109.02055555555556,"Jl. Raya Sanggau Kulor Gg. Budi Daya 1, RT 19/06 Kelurahan Pajintan",,T10,,Timur (East)
VIHARA SAM BONG KIUNG,三王宮(行尾),San Wang Gong (Hang Wei),HANGMUI,0.8647222222222222,109.02583333333334,"Jl. Hangmui, RT 18/06 Kelurahan Pajintan",,T11,,Timur (East)
VIHARA FA KONG TI,華光帝宮(行尾),Hua Guang Di Gong (Hang Wei),HANGMUI,0.8686111111111111,109.02833333333334,"Jl. Fa Kong Ti, Hangmui, RT 20/06 Kelurahan Pajintan",,T12,,Timur (East)
VIHARA THIAN SHI KIUNG / SHI KUNG,天師宮/師公(行尾),Tian Shi Gong / Shi Gong (Hang Wei),HANGMUI,0.8605555555555555,109.03305555555555,"Jl. Fa Kong Ti, Hangmui, RT 20/06 Kelurahan Pajintan",,T13,,Timur (East)
CETIYA THIAN FAB NG THAI LIN CIONG,天法五大靈將壇(行尾),Tian Fa Wu Da Ling Jiang Tan (Hang Wei),HANGMUI,0.8755555555555555,109.02638888888889,"Jl. Raya Hangmui, RT 17/06 Kelurahan Pajintan",,T14,,Timur (East)
VIHARA THAI SHIN KIUNG,大聖宮(卢万山),Da Sheng Gong (Hang Wei),GUNUNG ROBAN,0.8877777777777778,109.01472222222222,"Jl. Robansan, RT 13/04 Kelurahan Pajintan",,T15,,Timur (East)
CETIYA SI THAI KIM KONG,四大金剛壇(新喃),Si Da Jin Gang Tan (Xin Nan),SINNAM-SANGGAU KULOR,0.8752777777777778,108.99361111111111,"Jl. Raya Sanggau Kulor Gg. Kuburan, RT 01/01 Kelurahan Sanggau Kulor",,T16,,Timur (East)
CETIYA THAI SONG LO KIUN/PHAK LIAN SHI KUNG,太上老君壇 / 白莲师公庙 (上候福律),Tai Shang Lao Jun Tan (Shang Hou Fu Lu),SANGGAU KULOR,0.875,108.99583333333334,"Jl. Raya Sanggau Kulor, RT 01/01 Kelurahan Sanggau Kulor",45,T17,6,Timur (East)
CETIYA THI CU PAK KUNG,地主大伯壇/(上候福律),Di Zhu Da Bo Gong Tan (Shang Hou Fu Lu),SANGGAU KULOR,0.8733333333333334,108.99444444444444,"Jl. Raya Sanggau Kulor Gg. Kuburan, RT 01/01 Kelurahan Sanggau Kulor",,T18,,Timur (East)
CETIYA THAI PAK KUNG,大伯公壇(上候福律),Da Bo Gong Tan (Shang Hou Fu Lu),SANGGAU KULOR,0.8713888888888889,108.99472222222222,"Jl. Raya Sanggau Kulor, RT 01/01 Kelurahan Sanggau Kulor",,T19,,Timur (East)
CETIYA THAI PAK KUNG KUNG,大伯公公壇(新路),Da Bo Gong Gong Tan (Xin Lu),JALAN BARU,0.8805555555555555,109.00111111111111,"Jl. Baru Gg. Karet, RT 03/01 Kelurahan Sanggau Kulor",,T20,,Timur (East)
VIHARA NAN MO FUT MU,南無佛母廟(十條港),Nan Mo Fo Mu Miao (Shi Tiao Gang),SEMELAGI KECIL,0.9916666666666666,108.99,"Jl. H. Bakar, RT 02/01 Kelurahan Semelagi Kecil",,U1,,Utara (North)
VIHARA SAM BU CIONG KIUN,三武將軍廟(八條港),San Wu Jiang Jun Miao (Ba Tiao Gang),SETAPUK KECIL,0.9697222222222223,109.02333333333333,"Jl. Hamid Matali, RT 02/01 Kellurahan Setapuk Kecil",,U2,,Utara (North)
VIHARA KON JIM - NACA - SAMPO KIUNG,觀音-哪吒-三宝宮(八條港),Guan Yin-Na Zha-San Bao Gong (Ba Tiao Gang),SETAPUK KECIL,0.9694444444444444,109.01583333333333,"Jl. Hamid Matali, RT 04/01 Kellurahan Setapuk Kecil",,U3,,Utara (North)
VIHARA THAI PAK KUNG KUNG,大伯公公廟(八條港),Da Bo Gong Gong Miao (Ba Tiao Gang),SETAPUK KECIL,0.9730555555555556,108.98944444444444,"Jl. Hamid Matali, RT 08/03 Kellurahan Setapuk Kecil",22,U4,7,Utara (North)
CETIYA THAI PAK KUNG,大伯公壇(七條港),Da Bo Gong Miao (Qi Tiao Gang),SETAPUK KECIL,0.9677777777777777,108.98666666666666,"Jl. Ratu Sepudak, RT 08/03 Kellurahan Setapuk Kecil",,U5,,Utara (North)
CETIYA TRIDHARMA BUMI RAYA,神農聖帝廟(六條港),Shen Nong Sheng Di Miao (Liu Tiao Gang),SEI. RASAU,0.9624999999999999,108.98722222222223,"Jl. Yunus Yakub, RT 02/01 Kelurahan Sei. Rasau",,U6,,Utara (North)
CETIYA NYI THAI CI,二太子廟(六條港),Er Tai Zi Miao (Liu Tiao Gang),SEI. RASAU,0.9622222222222222,108.98861111111111,"Jl. Yunus Yakub, RT 02/01 Kelurahan Sei. Rasau",,U7,,Utara (North)
VIHARA SHIN NUNG KIUNG,神農宮(五條港),Shen Nong Gong (Wu Tiao Gang),SEI. BULAN,0.9555555555555555,108.98861111111111,"Jl. Mesjid, RT 09/04 Kelurahan Sei. Bulan",,U8,,Utara (North)
VIHARA CHAU THAI NYIAN SAI,元帥堂(四條港),Yuan Shuai Tang (Si Tiao Gang),NARAM,0.9402777777777778,109.00472222222223,"Jl. Trisula No.40, RT 07/03 Kelurahan Naram",,U9,,Utara (North)
VIHARA TRIDHARMA BUMI RAYA,大伯公壇(四條港),Da Bo Gong Tan (Si Tiao Gang),NARAM,0.9436111111111112,109.00666666666666,"Jl. Sei. Nangka, RT 05/02 Kelurahan Naram",,U10,,Utara (North)
CETIYA SAM BONG KIUNG,三王宮(四條港),San Wang Gong (Si Tiao Gang),NARAM,0.9436111111111112,109.00444444444445,"Jl. Gunung Kaba' No.25, RT 04/02 Kelurahan Naram",,U11,,Utara (North)
CETIYA KIM CAU KUNG,金照宮(四條港),Jin Zhao Gong (Si Tiao Gang),NARAM,0.9458333333333333,109.00583333333333,"Jl. Sei. Nangka Gg. Jeruk, RT 04/02 Kelurahan Naram",,U12,,Utara (North)
CETIYA LIN FAB THONG,靈法堂(三條港),Ling Fa Tang (San Tiao Gang),SEI. GARAM HILIR,0.9400000000000001,108.9961111111111,"Jl. Semai, 05/04 Kelurahan Sei. Garam Hilir",,U13,,Utara (North)
VIHARA LIM BU CIONG KIUN,林武將軍廟(三條港),Lin Wu Jiang Jun Miao (San Tiao Gang),SEI. GARAM HILIR,0.9327777777777777,108.9825,"Jl. Ratu Sepudak Gg. Sepakat, RT 05/04 Kelurahan Sei. Garam Hilir",,U14,,Utara (North)
CETIYA TRIDHARMA PANCA SADDHA,大伯公壇(头條港),Da Bo Gong Tan (San Tiao Gang),SEI. GARAM HILIR,0.9311111111111111,108.97944444444444,"Jl. Terminal Induk Gg. Kesehatan, RT 09/04 Kelurahan Sei. Garam Hilir",21,U15,6,Utara (North)
